Name,Reign_Beginning,Reign_End,Defeated,Defenses,Reach,Height,Stance,Nationality,Weight,Recognition
Antonio Tarver,15-May-04, 4 November 2004,Roy Jones Jr. ,0,191,188,Southpaw,American,Lheavy,WBC
Tomasz Adamek,21-May-05,3-Feb-07,Paul Briggs,2,191,187,Orthodox,Polish,Lheavy,WBC
Chad Dawson,3-Feb-07, 11 July 2008,Tomasz Adamek,3,194,185,Southpaw,American,Lheavy,WBC
Adrian Diaconu,11-Jul-08,19-Jun-09,Promoted,0,183,175,Orthodox,Romanian,Lheavy,WBC
Jean Pascal,19-Jun-09,21-May-11,Adrian Diaconu,2,183,179,Orthodox,Canadian,Lheavy,WBC
Bernard Hopkins,21-May-11,28-Apr-12,Jean Pascal,0,180,185,Orthodox,American,Lheavy,WBC
Chad Dawson,28-Apr-12,8-Jun-13,Bernard Hopkins,0,194,185,Southpaw,American,Lheavy,WBC
Adonis Stevenson,8-Jun-13,1-Dec-18,Chad Dawson ,9,196,180,Southpaw,Canadian,Lheavy,WBC
Oleksandr Gvozdyk,1-Dec-18,18-Oct-19,Adonis Stevenson,1,192,188,Orthodox,Ukrainian,Lheavy,WBC
Artur Beterbiev,18-Oct-19, present,Oleksandr Gvozdyk,4,185,183,Orthodox,Russian,Lheavy,WBC
Sugar Ray Leonard,7-Nov-88, 27 August 1990,Donny Lalonde,2,188,178,Orthodox,American,SuperMid,WBC
Mauro Galvano,15-Dec-90,3-Oct-92,Dario Matteoni,2,,,Orthodox,Italian,SuperMid,WBC
Nigel Benn,3-Oct-92,2-Mar-96,Mauro Galvano,9,185,177,Orthodox,British,SuperMid,WBC
Thulani Malinga,2-Mar-96,6-Jul-96,Nigel Benn,0,,177,Orthodox,South African,SuperMid,WBC
Vincenzo Nardiello,6-Jul-96,12-Oct-96,Thulani Malinga,0,185,179,Southpaw,Italian,SuperMid,WBC
Robin Reid,12-Oct-96,19-Dec-97,Vincenzo Nardiello,3,193,152,Orthodox,British,SuperMid,WBC
Thulani Malinga,19-Dec-97,27-Mar-98,Robin Reid,0,,177,Orthodox,South African,SuperMid,WBC
Richie Woodhall,27-Mar-98,23-Oct-99,Thulani Malinga ,2,,,Orthodox,British,SuperMid,WBC
Markus Beyer,23-Oct-99,6-May-00,Richie Woodhall,1,180,177,Southpaw,German,SuperMid,WBC
Glenn Catley,6-May-00,1-Sep-00,Markus Beyer,0,178,174,Orthodox,British,SuperMid,WBC
Dingaan Thobela,1-Sep-00,15-Dec-00,Glenn Catley,0,183,171,Orthodox,South African,SuperMid,WBC
Dave Hilton Jr.,15-Dec-00, 1 May 2001,Dingaan Thobela,0,,173,Orthodox,Canadian,SuperMid,WBC
Eric Lucas,10-Jul-01,5-Apr-03,Glenn Catley,3,188,183,Orthodox,Canadian,SuperMid,WBC
Markus Beyer,5-Apr-03,5-Jun-04,Éric Lucas,2,180,177,Southpaw,German,SuperMid,WBC
Cristian Sanavia,5-Jun-04,9-Oct-04,Markus Beyer ,0,,171,Southpaw,Italian,SuperMid,WBC
Markus Beyer,9-Oct-04,14-Oct-06,Cristian Sanavia,5,180,177,Southpaw,German,SuperMid,WBC
Mikkel Kessler,14-Oct-06,3-Nov-07,Markus Beyer ,1,188,185,Orthodox,Danish,SuperMid,WBC
Joe Calzaghe,3-Nov-07, 28 June 2008,Mikkel Kessler,0,185,183,Southpaw,Welsh,SuperMid,WBC
Carl Froch,6-Dec-08,24-Apr-10,Jean Pascal,2,191,185,Orthodox,British,SuperMid,WBC
Mikkel Kessler,24-Apr-10, 6 September 2010,Carl Froch,0,188,185,Orthodox,Danish,SuperMid,WBC
Carl Froch,27-Nov-10,17-Dec-11,Arthur Abraham,1,191,185,Orthodox,British,SuperMid,WBC
Andre Ward,17-Dec-11, 20 May 2013,Carl Froch ,1,180,183,Orthodox,American,SuperMid,WBC
Sakio Bika,22-Jun-13,16-Aug-14,Marco Antonio Peribán,1,180,182,Orthodox,Australian,SuperMid,WBC
Anthony Dirrell,16-Aug-14,24-Apr-15,Sakio Bika,0,189,187,Orthodox,American,SuperMid,WBC
Badou Jack,24-Apr-15, 18 January 2017,Anthony Dirrell,3,185,185,Orthodox,Swedish,SuperMid,WBC
David Benavidez,8-Sep-17, 3 October 2018,Ronald Gavril,1,189,188,Orthodox,American,SuperMid,WBC
Anthony Dirrell,23-Feb-19,28-Sep-19,Avni Yildirim,0,189,187,Orthodox,American,SuperMid,WBC
David Benavidez,28-Sep-19, 14 August 2020,Anthony Dirrell ,0,189,188,Orthodox,American,SuperMid,WBC
Canelo Alvarez,19-Dec-20, present,Callum Smith,4,179,174,Orthodox,Mexican,SuperMid,WBC
Dick Tiger,10-Aug-63,7-Dec-63,Gene Fullmer,0,180,172,Orthodox,Nigerian,Mid,WBC
Joey Giardello,7-Dec-63,21-Oct-65,Dick Tiger,1,,,Orthodox,American,Mid,WBC
Dick Tiger,21-Oct-65,25-Apr-66,Joey Giardello,0,180,172,Orthodox,Nigerian,Mid,WBC
Emile Griffith,25-Apr-66,4-Mar-68,Dick Tiger ,2,,169,Orthodox,Virgin Islander,Mid,WBC
Nino Benvenuti,4-Mar-68,7-Nov-70,Emile Griffith,4,,177,Orthodox,Italian,Mid,WBC
Carlos Monzon,7-Nov-70, 23 April 1974,Nino Benvenuti,9,193,182,Orthodox,Argentine,Mid,WBC
Rodrigo Valdez,25-May-74,26-Jun-76,Bennie Briscoe,4,178,177,Orthodox,Colombian,Mid,WBC
Carlos Monzon,26-Jun-76, 29 August 1977,Rodrigo Valdéz,1,193,182,Orthodox,Argentine,Mid,WBC
Rodrigo Valdez,5-Nov-77,22-Apr-78,Bennie Briscoe,0,178,177,Orthodox,Colombian,Mid,WBC
Hugo Corro,22-Apr-78,30-Jun-79,Rodrigo Valdéz ,2,172,173,Orthodox,Argentine,Mid,WBC
Vito Antuofermo,30-Jun-79,16-Mar-80,Hugo Corro,1,,,Orthodox,Italian,Mid,WBC
Alan Minter,16-Mar-80,27-Sep-80,Vito Antuofermo,1,180,178,Southpaw,British,Mid,WBC
Marvin Hagler,27-Sep-80,6-Apr-87,Alan Minter,12,191,175,Southpaw,American,Mid,WBC
Sugar Ray Leonard,6-Apr-87, 27 May 1987,Marvin Hagler,0,188,178,Orthodox,American,Mid,WBC
Thomas Hearns,29-Oct-87,6-Jun-88,Juan Roldán,0,198,188,Orthodox,American,Mid,WBC
Iran Barkley,6-Jun-88,24-Feb-89,Thomas Hearns,0,188,185,Orthodox,American,Mid,WBC
Roberto Duran,24-Feb-89, 11 January 1990,Iran Barkley,0,169,170,Orthodox,Panamanian,Mid,WBC
Julian Jackson,24-Nov-90,8-May-93,Herol Graham,4,185,180,Orthodox,Virgin Islander,Mid,WBC
Gerald McClellan,8-May-93, 5 January 1995,Julian Jackson,3,196,185,Orthodox,American,Mid,WBC
Julian Jackson,17-Mar-95,19-Aug-95,Agostino Cardamone,0,185,180,Orthodox,Virgin Islander,Mid,WBC
Quincy Taylor,19-Aug-95,16-Mar-96,Julian Jackson ,0,185,177,Southpaw,American,Mid,WBC
Keith Holmes,16-Mar-96,2-May-98,Quincy Taylor,2,198,188,Southpaw,American,Mid,WBC
Hacine Cherifi,2-May-98,24-Apr-99,Keith Holmes,0,,180,Orthodox,French,Mid,WBC
Keith Holmes,24-Apr-99,14-Apr-01,Hacine Cherifi,2,198,188,Southpaw,American,Mid,WBC
Bernard Hopkins,14-Apr-01,16-Jul-05,Keith Holmes ,7,180,185,Orthodox,American,Mid,WBC
Jermain Taylor,16-Jul-05,29-Sep-07,Bernard Hopkins,4,198,185,Orthodox,American,Mid,WBC
Kelly Pavlik,29-Sep-07,17-Apr-10,Jermain Taylor,3,191,189,Orthodox,American,Mid,WBC
Sergio Martinez,17-Apr-10, 18 January 2011,Kelly Pavlik,1,185,178,Southpaw,Argentine,Mid,WBC
Sebastian Zbik,18-Jan-11,4-Jun-11,Promoted,0,183,183,Orthodox,German,Mid,WBC
Julio Cesar Chavez Jr.,4-Jun-11,15-Sep-12,Sebastian Zbik,3,185,183,Orthodox,Mexican,Mid,WBC
Sergio Martinez,15-Sep-12,7-Jun-14,Julio César Chávez Jr.,1,185,178,Southpaw,Argentine,Mid,WBC
Miguel Cotto,7-Jun-14, 17 November 2015,Sergio Martínez ,1,170,173,Orthodox,Puerto Rican,Mid,WBC
Canelo Alvarez,21-Nov-15, 18 May 2016,Miguel Cotto,1,179,174,Orthodox,Mexican,Mid,WBC
Gennady Golovkin,18-May-16,15-Sep-18,Promoted,4,178,179,Orthodox,Kazakhstani,Mid,WBC
Canelo Alvarez,15-Sep-18, 26 June 2019,Gennady Golovkin,1,179,174,Orthodox,Mexican,Mid,WBC
Jermall Charlo,26-Jun-19, present,Promoted,4,188,183,Orthodox,American,Mid,WBC
Denny Moyer,19-Feb-63,29-Apr-63,Stan Harrington,0,,174,Orthodox,American,LMid,WBC
Ralph Dupas,29-Apr-63,7-Sep-63,Denny Moyer,1,,,Orthodox,American,LMid,WBC
Sandro Mazzinghi,7-Sep-63,18-Jun-65,Ralph Dupas,3,,,Orthodox,Italian,LMid,WBC
Nino Benvenuti,18-Jun-65,25-Jun-66,Sandro Mazzinghi,1,,177,Orthodox,Italian,LMid,WBC
Kim Ki-Soo,25-Jun-66,26-May-68,Nino Benvenuti,2,177,170,Southpaw,South Korean,LMid,WBC
Sandro Mazzinghi,26-May-68, 8 November 1968,Kim Ki-Soo,1,,,Orthodox,Italian,LMid,WBC
Freddie Little,17-Mar-69,9-Jul-70,Stanley Hayward,2,,170,Orthodox,American,LMid,WBC
Carmelo Bossi,9-Jul-70,31-Oct-71,Freddie Little,1,,170,Orthodox,Italian,LMid,WBC
Koichi Wajima,31-Oct-71,4-Jun-74,Carmelo Bossi,6,,171,Orthodox,Japanese,LMid,WBC
Oscar Albarado,4-Jun-74,21-Jan-75,Koichi Wajima,1,173,169,Orthodox,American,LMid,WBC
Koichi Wajima,21-Jan-75, 6 March 1975,Oscar Albarado,0,,171,Orthodox,Japanese,LMid,WBC
Miguel de Oliveira,7-May-75,13-Nov-75,José Durán,0,179,174,Orthodox,Brazilian,LMid,WBC
Elisha Obed,13-Nov-75,18-Jun-76,Miguel de Oliveira,2,183,180,Orthodox,Bahamian,LMid,WBC
Eckhard Dagge,18-Jun-76,6-Aug-77,Elisha Obed,2,,180,Orthodox,German,LMid,WBC
Rocky Mattioli,6-Aug-77,4-Mar-79,Eckhard Dagge,2,170,169,Orthodox,Australian,LMid,WBC
Maurice Hope,4-Mar-79,23-May-81,Rocky Mattioli,3,175,174,Southpaw,British,LMid,WBC
Wilfred Benitez,23-May-81,3-Dec-82,Maurice Hope,2,178,178,Orthodox,Puerto Rican,LMid,WBC
Thomas Hearns,3-Dec-82, 24 October 1986,Wilfred Benítez,4,198,188,Orthodox,American,LMid,WBC
Duane Thomas,5-Dec-86,12-Jul-87,John Mugabi,0,,177,Orthodox,American,LMid,WBC
Lupe Aquino,12-Jul-87,2-Oct-87,Duane Thomas,0,,170,Orthodox,Mexican,LMid,WBC
Gianfranco Rosi,2-Oct-87,8-Jul-88,Lupe Aquino,1,186,178,Orthodox,Italian,LMid,WBC
Donald Curry,8-Jul-88,11-Feb-89,Gianfranco Rosi,0,183,179,Orthodox,American,LMid,WBC
Rene Jacquot,11-Feb-89,8-Jul-89,Donald Curry,0,,,Orthodox,French,LMid,WBC
John Mugabi,8-Jul-89,31-Mar-90,René Jacquot,0,188,174,Orthodox,Ugandan,LMid,WBC
Terry Norris,31-Mar-90,18-Dec-93,John Mugabi,10,173,175,Orthodox,American,LMid,WBC
Simon Brown,18-Dec-93,7-May-94,Terry Norris,1,171,177,Orthodox,Jamaican,LMid,WBC
Terry Norris,7-May-94,12-Nov-94,Simon Brown,0,173,175,Orthodox,American,LMid,WBC
Luis Santana,12-Nov-94,19-Aug-95,Terry Norris ,1,,175,Orthodox,Dominican,LMid,WBC
Terry Norris,19-Aug-95,6-Dec-97,Luis Santana,6,173,175,Orthodox,American,LMid,WBC
Keith Mullings,6-Dec-97,29-Jan-99,Terry Norris ,1,,175,Orthodox,Jamaican,LMid,WBC
Javier Castillejo,29-Jan-99,28-Jun-01,Keith Mullings,5,178,180,Orthodox,Spanish,LMid,WBC
Oscar De La Hoya,28-Jun-01,13-Sep-03,Javier Castillejo,2,,,Orthodox,American,LMid,WBC
Shane Mosley,13-Sep-03,13-Mar-04,Oscar De La Hoya,0,188,175,Orthodox,American,LMid,WBC
Winky Wright,13-Mar-04, 5 March 2005,Shane Mosley,1,185,178,Southpaw,American,LMid,WBC
Javier Castillejo,5-Mar-05, 31 May 2005,Promoted,0,178,180,Orthodox,Spanish,LMid,WBC
Ricardo Mayorga,13-Aug-05,6-May-06,Michele Piccirillo,0,174,178,Orthodox,Nicaraguan,LMid,WBC
Oscar De La Hoya,6-May-06,5-May-07,Ricardo Mayorga,0,,,Orthodox,American,LMid,WBC
Floyd Mayweather Jr.,5-May-07, 2 July 2007,Oscar De La Hoya ,0,183,173,Orthodox,American,LMid,WBC
Vernon Forrest,28-Jul-07,7-Jun-08,Carlos Baldomir,1,184,183,Orthodox,American,LMid,WBC
Sergio Mora,7-Jun-08,13-Sep-08,Vernon Forrest,0,191,183,Orthodox,American,LMid,WBC
Vernon Forrest,13-Sep-08, 21 May 2009,Sergio Mora,0,184,183,Orthodox,American,LMid,WBC
Sergio Martinez,21-May-09, 16 June 2010,Promoted,0,185,178,Southpaw,Argentine,LMid,WBC
Manny Pacquiao,14-Nov-10, 8 February 2011,Antonio Margarito,0,170,166,Southpaw,Filipino,LMid,WBC
Canelo Alvarez,5-Mar-11,14-Sep-13,Matthew Hatton,6,179,174,Orthodox,Mexican,LMid,WBC
Floyd Mayweather Jr.,14-Sep-13, 2 November 2015,Canelo Álvarez,1,183,173,Orthodox,American,LMid,WBC
Jermell Charlo,21-May-16,22-Dec-18,John Jackson,3,185,180,Orthodox,American,LMid,WBC
Tony Harrison,22-Dec-18,21-Dec-19,Jermell Charlo,0,194,185,Orthodox,American,LMid,WBC
Jermell Charlo,21-Dec-19, present,Tony Harrison,3,185,180,Orthodox,American,LMid,WBC
Emile Griffith,Feb-63,21-Mar-63,Previous,0,,169,Orthodox,Virgin Islander,Welt,WBC
Luis Manuel Rodriguez,21-Mar-63,8-Jun-63,Emile Griffith,0,,,Orthodox,Cuban,Welt,WBC
Emile Griffith,8-Jun-63, 1 August 1966,Luis Manuel Rodríguez,5,,169,Orthodox,Virgin Islander,Welt,WBC
Curtis Cokes,28-Nov-66,18-Apr-69,Jean Josselin,4,,,Orthodox,American,Welt,WBC
Jose Napoles,18-Apr-69,3-Dec-70,Curtis Cokes,3,172,171,Orthodox,Mexican,Welt,WBC
Billy Backus,3-Dec-70,4-Jun-71,José Nápoles,0,,,Southpaw,American,Welt,WBC
Jose Napoles,4-Jun-71,6-Dec-75,Billy Backus,10,172,171,Orthodox,Mexican,Welt,WBC
John H. Stracey,6-Dec-75,22-Jun-76,José Nápoles ,1,178,171,Orthodox,British,Welt,WBC
Carlos Palomino,22-Jun-76,14-Jan-79,John H. Stracey,7,181,177,Orthodox,Mexican,Welt,WBC
Wilfred Benitez,14-Jan-79,30-Nov-79,Carlos Palomino,1,178,178,Orthodox,Puerto Rican,Welt,WBC
Sugar Ray Leonard,30-Nov-79,20-Jun-80,Wilfred Benítez,1,188,178,Orthodox,American,Welt,WBC
Roberto Duran,20-Jun-80,25-Nov-80,Sugar Ray Leonard,0,169,170,Orthodox,Panamanian,Welt,WBC
Sugar Ray Leonard,25-Nov-80, 9 November 1982,Roberto Durán,3,188,178,Orthodox,American,Welt,WBC
Milton McCrory,13-Aug-83,6-Dec-85,Colin Jones,4,191,183,Orthodox,American,Welt,WBC
Donald Curry,6-Dec-85,27-Sep-86,Milton McCrory,0,183,179,Orthodox,American,Welt,WBC
Lloyd Honeyghan,27-Sep-86,28-Oct-87,Donald Curry,3,173,175,Orthodox,British,Welt,WBC
Jorge Vaca,28-Oct-87,29-Mar-88,Lloyd Honeyghan,0,185,179,Orthodox,Mexican,Welt,WBC
Lloyd Honeyghan,29-Mar-88,4-Feb-89,Jorge Vaca,1,173,175,Orthodox,British,Welt,WBC
Marlon Starling,4-Feb-89,19-Aug-90,Lloyd Honeyghan ,1,188,173,Orthodox,American,Welt,WBC
Maurice Blocker,19-Aug-90,18-Mar-91,Marlon Starling,0,189,181,Orthodox,American,Welt,WBC
Simon Brown,18-Mar-91,29-Nov-91,Maurice Blocker,0,171,177,Orthodox,Jamaican,Welt,WBC
Buddy McGirt,29-Nov-91,6-Mar-93,Simon Brown,2,179,169,Orthodox,American,Welt,WBC
Pernell Whitaker,6-Mar-93,12-Apr-97,Buddy McGirt,8,175,168,Southpaw,American,Welt,WBC
Oscar De La Hoya,12-Apr-97,17-Sep-99,Pernell Whitaker,7,,,Orthodox,American,Welt,WBC
Felix Trinidad,17-Sep-99, 20 March 2000,Oscar De La Hoya,0,183,180,Orthodox,Puerto Rican,Welt,WBC
Oscar De La Hoya,20-Mar-00,17-Jun-00,Félix Trinidad,0,,,Orthodox,American,Welt,WBC
Shane Mosley,17-Jun-00,26-Jan-02,Oscar De La Hoya ,3,188,175,Orthodox,American,Welt,WBC
Vernon Forrest,26-Jan-02,25-Jan-03,Shane Mosley,1,184,183,Orthodox,American,Welt,WBC
Ricardo Mayorga,25-Jan-03,13-Dec-03,Vernon Forrest,1,174,178,Orthodox,Nicaraguan,Welt,WBC
Cory Spinks,13-Dec-03,5-Feb-05,Ricardo Mayorga,2,180,177,Southpaw,American,Welt,WBC
Zab Judah,5-Feb-05,7-Jan-06,Cory Spinks,1,183,170,Southpaw,American,Welt,WBC
Carlos Baldomir,7-Jan-06,4-Nov-06,Zab Judah,1,,,Orthodox,Argentine,Welt,WBC
Floyd Mayweather Jr.,4-Nov-06, 6 June 2008,Carlos Baldomir,1,183,173,Orthodox,American,Welt,WBC
Andre Berto,21-Jun-08,16-Apr-11,Miguel Ángel Rodríguez,5,174,169,Orthodox,American,Welt,WBC
Victor Ortiz,16-Apr-11,17-Sep-11,Andre Berto,0,178,175,Southpaw,American,Welt,WBC
Floyd Mayweather Jr.,17-Sep-11, 2 November 2015,Victor Ortiz,5,183,173,Orthodox,American,Welt,WBC
Danny Garcia,23-Jan-16,4-Mar-17,Robert Guerrero,0,174,174,Orthodox,American,Welt,WBC
Keith Thurman,4-Mar-17, 24 April 2018,Danny Garcia,0,175,171,Orthodox,American,Welt,WBC
Shawn Porter,8-Sep-18,28-Sep-19,Danny Garcia,1,177,170,Orthodox,American,Welt,WBC
Errol Spence Jr.,28-Sep-19, present,Shawn Porter,2,183,175,Southpaw,American,Welt,WBC
Eddie Perkins,15-Jun-63,18-Jan-65,Roberto Cruz,2,173,165,Orthodox,American,LWelt,WBC
Carlos Morocho Hernandez,18-Jan-65,29-Apr-66,Eddie Perkins,2,,167,Orthodox,Venezuelan,LWelt,WBC
Sandro Lopopolo,29-Apr-66,30-Apr-67,Carlos Morocho Hernández,1,,166,Orthodox,Italian,LWelt,WBC
Takeshi Fuji,30-Apr-67, 14 November 1968,Sandro Lopopolo,1,,,Orthodox,Japanese,LWelt,WBC
Pedro Adigue,14-Dec-68,31-Jan-70,Adolph Pruitt,0,177,168,Orthodox,Filipino,LWelt,WBC
Bruno Arcari,31-Jan-70, 2 September 1974,Pedro Adigue,9,,165,Southpaw,Italian,LWelt,WBC
Perico Fernandez,21-Sep-74,15-Jul-75,Lion Furuyama,1,,169,Orthodox,Spanish,LWelt,WBC
Saensak Muangsurin,15-Jul-75,30-Jun-76,Perico Fernandez,1,,170,Southpaw,Thai,LWelt,WBC
Miguel Velasquez,30-Jun-76,29-Oct-76,Saensak Muangsurin,0,,,Orthodox,Spanish,LWelt,WBC
Saensak Muangsurin,29-Oct-76,30-Dec-78,Miguel Velasquez,7,,170,Southpaw,Thai,LWelt,WBC
Kim Sang-Hyun,30-Dec-78,23-Feb-80,Saensak Muangsurin ,2,,175,Southpaw,South Korean,LWelt,WBC
Saoul Mamby,23-Feb-80,26-Jun-82,Kim Sang-Hyun,5,178,173,Orthodox,American,LWelt,WBC
Leroy Haley,26-Jun-82,18-May-83,Saoul Mamby,2,175,164,Orthodox,American,LWelt,WBC
Bruce Curry,18-May-83,29-Jan-84,Leroy Haley,2,,,Orthodox,American,LWelt,WBC
Billy Costello,29-Jan-84,21-Aug-85,Bruce Curry,3,,,Orthodox,American,LWelt,WBC
Lonnie Smith,21-Aug-85,5-May-86,Billy Costello,0,178,170,Orthodox,American,LWelt,WBC
Rene Arredondo,5-May-86,24-Jul-86,Lonnie Smith,0,,,Orthodox,Mexican,LWelt,WBC
Tsuyoshi Hamada,24-Jul-86,22-Jul-87,René Arredondo,1,,170,Southpaw,Japanese,LWelt,WBC
Rene Arredondo,22-Jul-87,12-Nov-87,Tsuyoshi Hamada,0,,,Orthodox,Mexican,LWelt,WBC
Roger Mayweather,12-Nov-87,13-May-89,René Arredondo ,4,187,171,Orthodox,American,LWelt,WBC
Julio Cesar Chavez,13-May-89,29-Jan-94,Roger Mayweather,12,173,171,Orthodox,Mexican,LWelt,WBC
Frankie Randall,29-Jan-94,7-May-94,Julio César Chávez,0,173,175,Orthodox,American,LWelt,WBC
Julio Cesar Chavez,7-May-94,7-Jun-96,Frankie Randall,4,173,171,Orthodox,Mexican,LWelt,WBC
Oscar De La Hoya,7-Jun-96, 17 June 1997,Julio César Chávez ,1,,,Orthodox,American,LWelt,WBC
Kostya Tszyu,21-Aug-99, 9 October 2003,Miguel Ángel González,7,170,170,Orthodox,Australian,LWelt,WBC
Arturo Gatti,24-Jan-04,25-Jun-05,Gianluca Branco,2,173,173,Orthodox,Canadian,LWelt,WBC
Floyd Mayweather Jr.,25-Jun-05, 23 March 2006,Arturo Gatti,0,183,173,Orthodox,American,LWelt,WBC
Junior Witter,15-Sep-06,10-May-08,DeMarcus Corley,2,170,170,Orthodox,British,LWelt,WBC
Timothy Bradley,10-May-08, 28 April 2009,Junior Witter,2,175,168,Orthodox,American,LWelt,WBC
Devon Alexander,1-Aug-09,29-Jan-11,Junior Witter,2,175,174,Southpaw,American,LWelt,WBC
Timothy Bradley,29-Jan-11, 29 July 2011,Devon Alexander,0,175,168,Orthodox,American,LWelt,WBC
Erik Morales,17-Sep-11, 23 March 2012,Pablo César Cano,0,183,173,Orthodox,Mexican,LWelt,WBC
Danny Garcia,24-Mar-12, 11 June 2015,Érik Morales,5,174,174,Orthodox,American,LWelt,WBC
Viktor Postol,3-Oct-15,23-Jul-16,Lucas Matthysse,0,187,180,Orthodox,Ukrainian,LWelt,WBC
Terence Crawford,23-Jul-16, 13 February 2018,Viktor Postol,3,188,173,Southpaw,American,LWelt,WBC
Jose Ramirez,17-Mar-18,22-May-21,Amir Imam,4,184,178,Orthodox,American,LWelt,WBC
Josh Taylor,22-May-21, 1 July 2022,José Ramírez,1,177,178,Southpaw,Scottish,LWelt,WBC
Regis Prograis,26-Nov-22, present,Jose Zepeda,0,170,173,Southpaw,American,LWelt,WBC
Carlos Ortiz,7-Apr-63,10-Apr-65,Douglas Vaillant,3,178,170,Orthodox,Puerto Rican,Light,WBC
Ismael Laguna,10-Apr-65,13-Nov-65,Carlos Ortiz,0,173,175,Orthodox,Panamanian,Light,WBC
Carlos Ortiz,13-Nov-65, 25 October 1966,Ismael Laguna,2,178,170,Orthodox,Puerto Rican,Light,WBC
Carlos Ortiz,1-Jul-67,29-Jun-68,Sugar Ramos,1,178,170,Orthodox,Puerto Rican,Light,WBC
Carlos Cruz,29-Jun-68,18-Feb-69,Carlos Ortiz ,1,173,169,Orthodox,Dominican,Light,WBC
Mando Ramos,18-Feb-69,3-Mar-70,Carlos Cruz,1,182,175,Orthodox,American,Light,WBC
Ismael Laguna,3-Mar-70, 16 September 1970,Mando Ramos,1,173,175,Orthodox,Panamanian,Light,WBC
Ken Buchanan,12-Feb-71, 25 June 1971,Rubén Navarro,0,,,Orthodox,Scottish,Light,WBC
Pedro Carrasco,5-Nov-71,18-Feb-72,Mando Ramos,0,,,Orthodox,Spanish,Light,WBC
Mando Ramos,18-Feb-72,15-Sep-72,Pedro Carrasco,1,182,175,Orthodox,American,Light,WBC
Chango Carmona,15-Sep-72,10-Nov-72,Mando Ramos,0,,173,Southpaw,Mexican,Light,WBC
Rodolfo Gonzalez,10-Nov-72,11-Apr-74,Chango Carmona,2,,175,Southpaw,Mexican,Light,WBC
Guts Ishimatsu,11-Apr-74,8-May-76,Rodolfo González,5,172,171,Orthodox,Japanese,Light,WBC
Esteban de Jesus,8-May-76,21-Jan-78,Guts Ishimatsu,3,170,164,Orthodox,Puerto Rican,Light,WBC
Roberto Duran,21-Jan-78, 7 February 1979,Esteban de Jesús,0,169,170,Orthodox,Panamanian,Light,WBC
Jim Watt,17-Apr-79,20-Jun-81,Alfredo Pitalua,4,,,Southpaw,Scottish,Light,WBC
Alexis Arguello,20-Jun-81, 15 February 1983,Jim Watt,4,183,178,Orthodox,Nicaraguan,Light,WBC
Edwin Rosario,1-May-83,3-Nov-84,José Luis Ramírez,2,169,168,Orthodox,Puerto Rican,Light,WBC
Jose Luis Ramirez,3-Nov-84,10-Aug-85,Edwin Rosario,0,,170,Southpaw,Mexican,Light,WBC
Hector Camacho,10-Aug-85, 29 April 1987,José Luis Ramírez,2,170,170,Southpaw,Puerto Rican,Light,WBC
Jose Luis Ramirez,19-Jul-87,29-Oct-88,Terrence Alli,2,,170,Southpaw,Mexican,Light,WBC
Julio Cesar Chavez,29-Oct-88, 25 June 1989,José Luis Ramírez ,0,173,171,Orthodox,Mexican,Light,WBC
Pernell Whitaker,20-Aug-89, 13 April 1992,José Luis Ramírez,6,175,168,Southpaw,American,Light,WBC
Miguel Angel Gonzalez,24-Aug-92, 29 February 1996,Wilfrido Rocha,10,173,174,Orthodox,Mexican,Light,WBC
Jean Baptiste Mendy,20-Apr-96,1-Mar-97,Lamar Murphy,0,,177,Southpaw,French,Light,WBC
Stevie Johnston,1-Mar-97,13-Jun-98,Jean Baptiste Mendy,3,170,165,Southpaw,American,Light,WBC
Cesar Bazan,13-Jun-98,27-Feb-99,Stevie Johnston,2,191,183,Orthodox,Mexican,Light,WBC
Stevie Johnston,27-Feb-99,17-Jun-00,César Bazán,4,170,165,Southpaw,American,Light,WBC
Jose Luis Castillo,17-Jun-00,20-Apr-02,Stevie Johnston ,3,175,171,Orthodox,Mexican,Light,WBC
Floyd Mayweather Jr.,20-Apr-02, 30 May 2004,José Luis Castillo,3,183,173,Orthodox,American,Light,WBC
Jose Luis Castillo,5-Jun-04,7-May-05,Juan Lazcano,2,175,171,Orthodox,Mexican,Light,WBC
Diego Corrales,7-May-05, 6 October 2006,José Luis Castillo ,0,178,179,Orthodox,American,Light,WBC
Joel Casamayor,7-Oct-06, 22 February 2007,Diego Corrales,0,175,170,Southpaw,Cuban,Light,WBC
David Diaz,22-Feb-07,28-Jun-08,Promoted,1,175,168,Southpaw,American,Light,WBC
Manny Pacquiao,28-Jun-08, 24 February 2009,David Díaz,0,170,166,Southpaw,Filipino,Light,WBC
Edwin Valero,4-Apr-09, 9 February 2010,Antonio Pitalúa,2,175,168,Southpaw,Venezuelan,Light,WBC
Humberto Soto,13-Mar-10, 1 July 2011,David Díaz,4,175,171,Orthodox,Mexican,Light,WBC
Antonio DeMarco,15-Oct-11,17-Nov-12,Jorge Linares,2,180,178,Southpaw,Mexican,Light,WBC
Adrien Broner,17-Nov-12, 29 January 2014,Antonio DeMarco,1,177,169,Orthodox,American,Light,WBC
Omar Figueroa Jr.,29-Jan-14, 10 November 2014,Promoted,2,185,171,Orthodox,American,Light,WBC
Jorge Linares,30-Dec-14, 22 February 2016,Javier Prieto,2,175,173,Orthodox,Venezuelan,Light,WBC
